Measure,Time,Ethnicity,Ethnicity_type,Geography_name,Geography_code,Geography_type,Value,Numerator,Denominator
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Newham,E09000025,Local Authority,0.11,51516,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Newham,E09000025,Local Authority,0.41,2172,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Newham,E09000025,Local Authority,0.8,462,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Newham,E09000025,Local Authority,1.41,35066,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Newham,E09000025,Local Authority,1.53,3523,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Newham,E09000025,Local Authority,2.15,7149,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Newham,E09000025,Local Authority,3.18,133895,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Newham,E09000025,Local Authority,3.23,60256,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Newham,E09000025,Local Authority,1.14,13945,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Newham,E09000025,Local Authority,0.19,89216,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Newham,E09000025,Local Authority,1.89,10672,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Redbridge,E09000026,Local Authority,16.37,45660,278970
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Redbridge,E09000026,Local Authority,11.13,31051,278970
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Redbridge,E09000026,Local Authority,5.74,16011,278970
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.08,3000,278970
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,7.45,20781,278970
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Redbridge,E09000026,Local Authority,4.43,12357,278970
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Redbridge,E09000026,Local Authority,3.25,9064,278970
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.23,3424,278970
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.15,3204,278970
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.61,1692,278970
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.17,3251,278970
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.19,3309,278970
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Redbridge,E09000026,Local Authority,34.5,96253,278970
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.4,3900,278970
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.05,140,278970
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,6.58,18353,278970
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.56,1551,278970
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Redbridge,E09000026,Local Authority,2.14,5969,278970
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Redbridge,E09000026,Local Authority,41.76,116503,278970
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Redbridge,E09000026,Local Authority,8.91,24845,278970
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Redbridge,E09000026,Local Authority,4.11,11456,278970
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Redbridge,E09000026,Local Authority,42.53,118646,278970
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Redbridge,E09000026,Local Authority,2.7,7520,278970
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Redbridge,E09000026,Local Authority,3.23,45660,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Redbridge,E09000026,Local Authority,2.76,31051,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Redbridge,E09000026,Local Authority,3.58,16011,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.76,3000,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,2.49,20781,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.25,12357,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.52,9064,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.22,3424,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.75,3204,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.02,1692,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.95,3251,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.14,3309,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.21,96253,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.73,3900,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.24,140,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.74,18353,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Redbridge,E09000026,Local Authority,0.67,1551,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Redbridge,E09000026,Local Authority,1.79,5969,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Redbridge,E09000026,Local Authority,2.76,116503,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Redbridge,E09000026,Local Authority,1.33,24845,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Redbridge,E09000026,Local Authority,0.94,11456,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Redbridge,E09000026,Local Authority,0.25,118646,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Redbridge,E09000026,Local Authority,1.33,7520,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,2.78,5202,186990
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.62,1163,186990
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.46,867,186990
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.94,1753,186990
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,2.47,4622,186990
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.88,1643,186990
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.45,840,186990
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.18,333,186990
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.67,1250,186990
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.39,731,186990
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,1.53,2857,186990
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,1.04,1942,186990
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,71.44,133582,186990
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,2.55,4766,186990
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.05,95,186990
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,11.92,22282,186990
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.63,1172,186990
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,1.01,1890,186990
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,7.28,13607,186990
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,1.51,2816,186990
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,3.63,6780,186990
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,85.95,160725,186990
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,1.64,3062,186990
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.37,5202,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.1,1163,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.19,867,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.45,1753,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.55,4622,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.17,1643,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.14,840,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.12,333,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.29,1250,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.44,731,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.84,2857,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.67,1942,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.3,133582,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.9,4766,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.16,95,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.9,22282,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.51,1172,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Richmond upon Thames,E09000027,Local Authority,0.57,1890,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,0.32,13607,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,0.15,2816,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,0.55,6780,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,0.33,160725,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Richmond upon Thames,E09000027,Local Authority,0.54,3062,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.02,5819,288283
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.56,1623,288283
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.36,3912,288283
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.8,8074,288283
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.69,7764,288283
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Southwark,E09000028,Local Authority,16.45,47413,288283
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Southwark,E09000028,Local Authority,6.23,17974,288283
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,4.21,12124,288283
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.97,5677,288283
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.28,3687,288283
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.04,3003,288283
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.88,5411,288283
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Southwark,E09000028,Local Authority,39.73,114534,288283
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.16,6222,288283
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.09,263,288283
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,12.26,35330,288283
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.85,2440,288283
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.43,7013,288283
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Southwark,E09000028,Local Authority,9.43,27192,288283
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Southwark,E09000028,Local Authority,26.89,77511,288283
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Southwark,E09000028,Local Authority,6.17,17778,288283
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Southwark,E09000028,Local Authority,54.23,156349,288283
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Southwark,E09000028,Local Authority,3.28,9453,288283
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.41,5819,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.14,1623,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.87,3912,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.05,8074,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.93,7764,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Southwark,E09000028,Local Authority,4.79,47413,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Southwark,E09000028,Local Authority,3.02,17974,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,4.32,12124,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.33,5677,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.22,3687,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.88,3003,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.87,5411,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.25,114534,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.17,6222,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Southwark,E09000028,Local Authority,0.46,263,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.42,35330,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Southwark,E09000028,Local Authority,1.06,2440,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Southwark,E09000028,Local Authority,2.11,7013,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Southwark,E09000028,Local Authority,0.65,27192,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Southwark,E09000028,Local Authority,4.16,77511,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Southwark,E09000028,Local Authority,1.45,17778,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Southwark,E09000028,Local Authority,0.32,156349,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Southwark,E09000028,Local Authority,1.68,9453,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Sutton,E09000029,Local Authority,3.39,6454,190146
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.36,2595,190146
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.62,1183,190146
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.18,2240,190146
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,5.03,9563,190146
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Sutton,E09000029,Local Authority,2.88,5471,190146
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.44,2742,190146
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.48,907,190146
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.21,2298,190146
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.44,838,190146
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.2,2286,190146
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.9,1712,190146
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Sutton,E09000029,Local Authority,70.92,134854,190146
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.69,3219,190146
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.1,193,190146
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,5.88,11183,190146
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.51,976,190146
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.75,1432,190146
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Sutton,E09000029,Local Authority,11.59,22035,190146
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Sutton,E09000029,Local Authority,4.8,9120,190146
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Sutton,E09000029,Local Authority,3.75,7134,190146
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Sutton,E09000029,Local Authority,78.6,149449,190146
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Sutton,E09000029,Local Authority,1.27,2408,190146
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.46,6454,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.23,2595,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.26,1183,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.57,2240,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,1.14,9563,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.55,5471,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.46,2742,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.32,907,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.54,2298,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.5,838,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.67,2286,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.59,1712,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.3,134854,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.61,3219,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.33,193,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.45,11183,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.42,976,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Sutton,E09000029,Local Authority,0.43,1432,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Sutton,E09000029,Local Authority,0.52,22035,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Sutton,E09000029,Local Authority,0.49,9120,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Sutton,E09000029,Local Authority,0.58,7134,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Sutton,E09000029,Local Authority,0.31,149449,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Sutton,E09000029,Local Authority,0.43,2408,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,2.67,6787,254096
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.96,2442,254096
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,32.03,81377,254096
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,3.19,8109,254096
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,2.28,5786,254096
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,3.74,9495,254096
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,2.1,5341,254096
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.49,3793,254096
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.12,2837,254096
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.59,1509,254096
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.17,2961,254096
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.2,3053,254096
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,31.18,79231,254096
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.52,3863,254096
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.07,175,254096
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,12.42,31550,254096
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.01,2573,254096
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.26,3214,254096
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,41.13,104501,254096
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,7.33,18629,254096
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,4.08,10360,254096
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,45.19,114819,254096
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Tower Hamlets,E09000030,Local Authority,2.28,5787,254096
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.48,6787,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.22,2442,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,18.2,81377,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,2.06,8109,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.69,5786,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.96,9495,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.9,5341,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,1.35,3793,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.66,2837,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Tower Hamlets,E09000030,Local Authority,0.91,1509,165974
